variant,model,fold,n_train,n_test,n_pos_test,precision,recall,f1,roc_auc,pr_auc,mcc,ce_at_20,method,brier,nll,ece
consequence,random_forest,3,21520,2391,354,0.7688442211055276,0.4322033898305085,0.5533453887884268,0.9163130392817619,0.7030014759174504,0.526662888411881,0.7627118644067796,uncalibrated,,,
consequence,random_forest,4,21520,2391,353,0.8031914893617021,0.42776203966005666,0.5582255083179297,0.9161713561315181,0.7048116303176206,0.5398469152114228,0.7422096317280453,uncalibrated,,,
consequence,random_forest,5,21520,2391,353,0.7678571428571429,0.3654390934844193,0.4952015355086372,0.9089383859641318,0.6719731708400292,0.4806411271049667,0.7110481586402266,uncalibrated,,,
consequence,random_forest,6,21520,2391,353,0.8148148148148148,0.43626062322946174,0.5682656826568265,0.9245086973564596,0.7348297907927145,0.5510030377546972,0.7620396600566572,uncalibrated,,,
consequence,random_forest,7,21520,2391,353,0.7860696517412935,0.4475920679886686,0.5703971119133574,0.9197471831240427,0.701540536902713,0.5452318459708236,0.7620396600566572,uncalibrated,,,
consequence,random_forest,8,21520,2391,353,0.7526315789473684,0.40509915014164305,0.5267034990791897,0.9080105474733603,0.6777768556103029,0.5010815545188494,0.7252124645892352,uncalibrated,,,
consequence,random_forest,9,21520,2391,353,0.8059701492537313,0.45892351274787535,0.5848375451263538,0.918774168976417,0.7217441005363872,0.5622271930737812,0.7450424929178471,uncalibrated,,,
consequence,random_forest,10,21520,2391,353,0.8201058201058201,0.43909348441926344,0.5719557195571956,0.9085901859013029,0.69673128154192,0.5553727272151943,0.7223796033994334,uncalibrated,,,
consequence,random_forest,1,21519,2392,354,0.7606382978723404,0.403954802259887,0.5276752767527675,0.9134412268591674,0.6926852878750284,0.5038943260231878,0.7598870056497176,platt,0.07892564085022864,0.27727839201174326,0.06657945726307221
consequence,random_forest,2,21520,2391,354,0.764102564102564,0.4209039548022599,0.5428051001821493,0.904651656224258,0.6958357052136988,0.5168894488824124,0.731638418079096,platt,0.08050177039904753,0.28378694529731163,0.0671333764659199
consequence,random_forest,3,21520,2391,354,0.7624309392265194,0.3898305084745763,0.5158878504672897,0.9121339956566237,0.6852527479710556,0.495062047815967,0.7655367231638418,platt,0.08006442427456471,0.2803248358859882,0.07015039891171145
consequence,random_forest,4,21520,2391,353,0.8074534161490683,0.36827195467422097,0.5058365758754864,0.9144011653929448,0.6906890008180242,0.49977413372591706,0.7422096317280453,platt,0.0805313338927888,0.28169602971601193,0.06913234822070392
consequence,random_forest,5,21520,2391,353,0.7622377622377622,0.3087818696883853,0.43951612903225806,0.9008609785186277,0.6485320533432546,0.43697150072215485,0.6968838526912181,platt,0.0843767467338234,0.2909306028869176,0.059624435881418636
consequence,random_forest,6,21520,2391,353,0.8409090909090909,0.4192634560906516,0.5595463137996219,0.9212831554570804,0.7311585755342848,0.5508880312914869,0.7620396600566572,platt,0.07597964180565989,0.269852965278374,0.06852751321019325
consequence,random_forest,7,21520,2391,353,0.788235294117647,0.37960339943342775,0.5124282982791587,0.9141412316135076,0.6810073210633315,0.49960423582498287,0.7393767705382436,platt,0.08012910755418798,0.2813797280629574,0.06917597525146221
consequence,random_forest,8,21520,2391,353,0.7764705882352941,0.37393767705382436,0.5047801147227533,0.8929795639228594,0.654605968476348,0.49042891224244684,0.7053824362606232,platt,0.08436039142834408,0.294276598104326,0.07056220354850179
consequence,random_forest,9,21520,2391,353,0.8245614035087719,0.39943342776203966,0.5381679389312977,0.9138159668841584,0.6999946291294957,0.5296047730007825,0.7337110481586402,platt,0.07868284110774576,0.2769764900229528,0.06644416949596117
consequence,random_forest,10,21520,2391,353,0.8355263157894737,0.3597733711048159,0.502970297029703,0.8984548535335704,0.6698752358336895,0.5052466731692334,0.7025495750708215,platt,0.08241566693677872,0.28817196526187716,0.06058948147068601
consequence,random_forest,1,21519,2392,354,0.7666666666666667,0.3898305084745763,0.5168539325842697,0.9151197862089231,0.7005018508037072,0.4970070605121649,0.768361581920904,isotonic,0.07833775588807163,0.26499650005241104,0.060516315040978604
consequence,random_forest,2,21520,2391,354,0.7754010695187166,0.4096045197740113,0.5360443622920518,0.9074425390168882,0.6974822896321171,0.5145226252051326,0.7372881355932204,isotonic,0.0810023793170032,0.274476388984541,0.06467872441179841
consequence,random_forest,3,21520,2391,354,0.7572254335260116,0.3700564971751412,0.4971537001897533,0.9128370901042577,0.6876531161418785,0.47903073620056963,0.7711864406779662,isotonic,0.08021820577907501,0.2700880578080282,0.0637817948618617
consequence,random_forest,4,21520,2391,353,0.7987012987012987,0.34844192634560905,0.48520710059171596,0.9140237749056872,0.6913644191235938,0.4815500163981093,0.7337110481586402,isotonic,0.08055679982935202,0.2699995874834711,0.05794178095641427
consequence,random_forest,5,21520,2391,353,0.7878787878787878,0.29461756373937675,0.4288659793814433,0.9039419583160739,0.6539786213782021,0.43627770449034464,0.7110481586402266,isotonic,0.08350379264842109,0.2774420861349641,0.052557753109724846
consequence,random_forest,6,21520,2391,353,0.8392857142857143,0.39943342776203966,0.5412667946257198,0.9221262027149875,0.7323433781201778,0.5359948719376707,0.7563739376770539,isotonic,0.07643292267509573,0.2600290212770414,0.0627108717843724
consequence,random_forest,7,21520,2391,353,0.7986111111111112,0.32577903682719545,0.46277665995975853,0.9166717634074399,0.6887769486796421,0.46455119263775196,0.7507082152974505,isotonic,0.08020501155656694,0.2697251500967155,0.06306396063842774
