variant,model,fold,n_train,n_test,n_pos_test,precision,recall,f1,roc_auc,pr_auc,mcc,ce_at_20
severity,random_forest,9,21520,2391,231,0.8364779874213837,0.5757575757575758,0.6820512820512821,0.9746011704345038,0.8171481502886727,0.6684225094131323,0.9696969696969697
severity,random_forest,10,21520,2391,231,0.7873563218390804,0.5930735930735931,0.6765432098765433,0.9752986211319545,0.8063110649053065,0.6550216060717844,0.9826839826839827
severity,xgboost,1,21519,2392,231,0.7807486631016043,0.6320346320346321,0.6985645933014354,0.9761313805737684,0.8285598619324617,0.6745476354999151,0.974025974025974
severity,xgboost,2,21520,2391,230,0.797752808988764,0.6173913043478261,0.696078431372549,0.9744723658531678,0.8017747698225595,0.6747946227974302,0.9652173913043478
severity,xgboost,3,21520,2391,230,0.7883597883597884,0.6478260869565218,0.711217183770883,0.9759149347121904,0.8365100631837905,0.687734182678661,0.9521739130434783
severity,xgboost,4,21520,2391,230,0.7914438502673797,0.6434782608695652,0.709832134292566,0.9755125445144156,0.8175393316468974,0.6868219222722788,0.9695652173913043
severity,xgboost,5,21520,2391,230,0.7121951219512195,0.6347826086956522,0.671264367816092,0.9681347202382149,0.7724899057246741,0.6397666341376063,0.9347826086956522
severity,xgboost,6,21520,2391,230,0.7958115183246073,0.6608695652173913,0.7220902612826603,0.9798885379152164,0.8294719274324166,0.6991240715555328,0.9869565217391304
severity,xgboost,7,21520,2391,231,0.824468085106383,0.670995670995671,0.7398568019093079,0.9773027898027897,0.821639034273592,0.7197202583242304,0.9826839826839827
severity,xgboost,8,21520,2391,231,0.8059701492537313,0.7012987012987013,0.75,0.9787778579445247,0.8356442514851469,0.727424732403779,0.9783549783549783
severity,xgboost,9,21520,2391,231,0.782608695652174,0.6233766233766234,0.6939759036144578,0.9753507295173962,0.8211910338261503,0.6704652784151703,0.9567099567099567
severity,xgboost,10,21520,2391,231,0.77,0.6666666666666666,0.7146171693735499,0.979673721340388,0.8371459616872556,0.6886613371931758,0.9826839826839827
severity,lightgbm,1,21519,2392,231,0.6273885350318471,0.8528138528138528,0.7229357798165138,0.9760011698928867,0.8308806027258296,0.6985771462695607,0.961038961038961
severity,lightgbm,2,21520,2391,230,0.60828025477707,0.8304347826086956,0.7022058823529411,0.9733134820835765,0.8069954085093527,0.6752707177012082,0.9478260869565217
severity,lightgbm,3,21520,2391,230,0.6273885350318471,0.8565217391304348,0.7242647058823529,0.9755165684163934,0.8338723542395552,0.7004681596163609,0.9434782608695652
severity,lightgbm,4,21520,2391,230,0.6144200626959248,0.8521739130434782,0.7140255009107468,0.9774581011206567,0.8242215655527606,0.6896169704347476,0.9826086956521739
severity,lightgbm,5,21520,2391,230,0.5688073394495413,0.808695652173913,0.6678635547576302,0.9671549001066334,0.7743853705977911,0.6379890484188571,0.9434782608695652
severity,lightgbm,6,21520,2391,230,0.6253869969040248,0.8782608695652174,0.7305605786618445,0.9798080598756613,0.8257536945121741,0.7092973002210253,0.9869565217391304
severity,lightgbm,7,21520,2391,231,0.6552901023890785,0.8311688311688312,0.732824427480916,0.9766734808401475,0.8197809431351366,0.7067066825915069,0.974025974025974
severity,lightgbm,8,21520,2391,231,0.6335403726708074,0.8831168831168831,0.7377938517179023,0.9783790283790285,0.8363637125082352,0.7169857354663997,0.9653679653679653
severity,lightgbm,9,21520,2391,231,0.6254071661237784,0.8311688311688312,0.7137546468401487,0.9753146544813212,0.8247687510798256,0.6869961042390114,0.9523809523809523
severity,lightgbm,10,21520,2391,231,0.6123076923076923,0.8614718614718615,0.7158273381294964,0.9759359467692801,0.8193767110441941,0.6923353180508308,0.9696969696969697
severity,svm,1,21519,2392,231,0.7197452229299363,0.48917748917748916,0.5824742268041238,0.96195844877011,0.732821404564691,0.5591749577030851,0.935064935064935
severity,svm,2,21520,2391,230,0.7006802721088435,0.44782608695652176,0.5464190981432361,0.9562038508741928,0.6855918254359921,0.5247131089553492,0.9260869565217391
severity,svm,3,21520,2391,230,0.7028571428571428,0.5347826086956522,0.6074074074074074,0.9551495885560228,0.7125125766018092,0.578189216927891,0.8869565217391304
severity,svm,4,21520,2391,230,0.7639751552795031,0.5347826086956522,0.629156010230179,0.9600828923807416,0.7383093687932503,0.6085312710972266,0.908695652173913
severity,svm,5,21520,2391,230,0.7023809523809523,0.5130434782608696,0.592964824120603,0.9533046294992255,0.7079873396425751,0.5651708119558304,0.9
severity,svm,6,21520,2391,230,0.7195121951219512,0.5130434782608696,0.5989847715736041,0.9630927710600969,0.7174105241178071,0.5736669790310923,0.9391304347826087
severity,svm,7,21520,2391,231,0.7375,0.5108225108225108,0.6035805626598465,0.9637806637806637,0.7309850563140602,0.5809501337716484,0.9437229437229437
severity,svm,8,21520,2391,231,0.7484662576687117,0.5281385281385281,0.6192893401015228,0.9645703062369729,0.7572457944564376,0.5968060661129523,0.935064935064935
severity,svm,9,21520,2391,231,0.7485714285714286,0.5670995670995671,0.645320197044335,0.9572310405643739,0.7258289145415725,0.620156400175008,0.9004329004329005
severity,svm,10,21520,2391,231,0.7041420118343196,0.5151515151515151,0.595,0.9591710758377425,0.7080965422615568,0.5671338387268706,0.9004329004329005
szz,logistic_regression,1,21519,2392,30,0.056338028169014086,0.8,0.10526315789473684,0.9257408975444539,0.2793584365282428,0.1831935986929586,0.8
szz,logistic_regression,2,21520,2391,29,0.05755395683453238,0.8275862068965517,0.10762331838565023,0.917472042979357,0.19263327738371705,0.1907354254991374,0.8275862068965517
szz,logistic_regression,3,21520,2391,29,0.0625,0.9310344827586207,0.11713665943600868,0.9545388186516394,0.2889749450833518,0.21609635516318382,0.9655172413793104
szz,logistic_regression,4,21520,2391,29,0.057692307692307696,0.8275862068965517,0.10786516853932585,0.9288738357324302,0.1567628052600497,0.19103842999191573,0.8620689655172413
szz,logistic_regression,5,21520,2391,30,0.05263157894736842,0.7,0.0979020979020979,0.9159536919384441,0.22940461065504647,0.16117196644837567,0.7333333333333333
szz,logistic_regression,6,21520,2391,30,0.06088992974238876,0.8666666666666667,0.1137855579868709,0.9078074262318228,0.21003154617310743,0.20251008475285298,0.8666666666666667
szz,logistic_regression,7,21520,2391,30,0.050239234449760764,0.7,0.09375,0.8848369335027532,0.1893160330460444,0.1558643685951208,0.7666666666666667
szz,logistic_regression,8,21520,2391,30,0.06084656084656084,0.7666666666666667,0.11274509803921569,0.9144289143018495,0.20191776364114256,0.18803456388939024,0.8666666666666667
szz,logistic_regression,9,21520,2391,30,0.06178489702517163,0.9,0.11563169164882227,0.9522942256106169,0.2259201807856699,0.20919362035345582,0.9
szz,logistic_regression,10,21520,2391,30,0.05785123966942149,0.9333333333333333,0.10894941634241245,0.9321191585486376,0.15955928332627115,0.20504852166683152,0.9333333333333333
szz,decision_tree,1,21519,2392,30,0.24242424242424243,0.26666666666666666,0.25396825396825395,0.6280412080158058,0.07384378906118036,0.2443202095275976,0.3333333333333333
szz,decision_tree,2,21520,2391,29,0.24,0.20689655172413793,0.2222222222222222,0.599426260620748,0.0592745785200248,0.21398960291972516,0.3448275862068966
szz,decision_tree,3,21520,2391,29,0.22727272727272727,0.1724137931034483,0.19607843137254902,0.5826082513358055,0.04922259413238516,0.18940807904174067,0.3103448275862069
szz,decision_tree,4,21520,2391,29,0.16129032258064516,0.1724137931034483,0.16666666666666666,0.5807030862214956,0.03784631746133652,0.1561788555375765,0.27586206896551724
szz,decision_tree,5,21520,2391,30,0.2631578947368421,0.16666666666666666,0.20408163265306123,0.5803684879288438,0.05431552532523278,0.2015070621098439,0.3333333333333333
szz,decision_tree,6,21520,2391,30,0.23529411764705882,0.26666666666666666,0.25,0.6278271918678525,0.07194626909735036,0.2403491635950008,0.4
szz,decision_tree,7,21520,2391,30,0.28125,0.3,0.2903225806451613,0.645129182549767,0.09315793601003763,0.2811605641342816,0.4
szz,decision_tree,8,21520,2391,30,0.3333333333333333,0.3,0.3157894736842105,0.6461880559085134,0.10878293601003763,0.3079958672040032,0.5
szz,decision_tree,9,21520,2391,30,0.27586206896551724,0.26666666666666666,0.2711864406779661,0.6288860652265987,0.08276438944893927,0.26212330566600417,0.36666666666666664
szz,decision_tree,10,21520,2391,30,0.16666666666666666,0.2,0.18181818181818182,0.593689114781872,0.044323355440043025,0.17119247310629032,0.3333333333333333
szz,random_forest,1,21519,2392,30,0.625,0.16666666666666666,0.2631578947368421,0.9306731583403894,0.34271449779331736,0.31880778552733874,0.9333333333333333
szz,random_forest,2,21520,2391,29,0.5,0.034482758620689655,0.06451612903225806,0.8921136383544046,0.2011491503227263,0.1289593158600495,0.8620689655172413
szz,random_forest,3,21520,2391,29,0.5,0.034482758620689655,0.06451612903225806,0.9553782592192473,0.3129379200288015,0.1289593158600495,0.9655172413793104
szz,random_forest,4,21520,2391,29,0.0,0.0,0.0,0.9398960553592807,0.16302846469485685,-0.003927376330968943,0.9655172413793104
szz,random_forest,5,21520,2391,30,0.5,0.03333333333333333,0.0625,0.9112734716927855,0.35314279154204137,0.12670990926178072,0.9333333333333333
szz,random_forest,6,21520,2391,30,0.25,0.03333333333333333,0.058823529411764705,0.9364464210080475,0.20211100084666314,0.08732775753052688,0.9
szz,random_forest,7,21520,2391,30,0.6666666666666666,0.13333333333333333,0.2222222222222222,0.9072426937738245,0.3415469830497129,0.2947539008206712,0.9
