variant,model,held_out_project,n_train,n_test,n_pos_test,precision,recall,f1,roc_auc,pr_auc,mcc,ce_at_20
severity,random_forest,org.apache:configuration,23503,408,25,0.875,0.28,0.42424242424242425,0.9799477806788512,0.7798496980185344,0.47982590402386965,0.96
severity,random_forest,org.apache:daemon,23899,12,6,1.0,0.3333333333333333,0.5,1.0,1.0,0.4472135954999579,0.5
severity,random_forest,org.apache:dbcp,23798,113,22,1.0,0.22727272727272727,0.37037037037037035,0.977022977022977,0.9149232873287254,0.4376052062056809,0.8181818181818182
severity,random_forest,org.apache:digester,23578,333,21,0.75,0.14285714285714285,0.24,0.940552503052503,0.5274672532080759,0.31160628240292865,0.8095238095238095
severity,random_forest,org.apache:felix,20174,3737,574,0.8985507246376812,0.3240418118466899,0.47631241997439183,0.9611740056247047,0.8104654354314373,0.5003148826893519,0.8484320557491289
severity,random_forest,org.apache:hive,18604,5307,669,0.8452655889145496,0.547085201793722,0.6642468239564429,0.9645284196128556,0.8098399704270326,0.6458400063680294,0.8863976083707026
severity,random_forest,org.apache:httpclient,23214,697,59,0.7058823529411765,0.2033898305084746,0.3157894736842105,0.9427368365124065,0.5726731386305149,0.35287553980344577,0.864406779661017
severity,random_forest,org.apache:httpcore,23129,782,41,0.45454545454545453,0.12195121951219512,0.19230769230769232,0.9589052368256477,0.5191292912555765,0.2154894427400117,1.0
severity,random_forest,org.apache:net,23661,250,42,0.6666666666666666,0.23809523809523808,0.3508771929824561,0.9223901098901098,0.6802700551315533,0.33698124709957733,0.6904761904761905
severity,random_forest,org.apache:thrift,23732,179,25,1.0,0.4,0.5714285714285714,0.9551948051948052,0.8052542498892699,0.6037359037030333,0.8
severity,random_forest,org.apache:vfs,23506,405,38,0.8181818181818182,0.23684210526315788,0.3673469387755102,0.9521368134232038,0.6593233232965952,0.4150779675069771,0.9210526315789473
severity,random_forest,org.apache:zookeeper,23166,745,58,0.65,0.4482758620689655,0.5306122448979592,0.9619911659890579,0.6505037144719741,0.5086364317420947,0.9827586206896551
severity,xgboost,org.apache:archiva,22326,1585,88,0.8947368421052632,0.38636363636363635,0.5396825396825397,0.9831329325317302,0.7722352647264884,0.5743777415079357,1.0
severity,xgboost,org.apache:batik,22199,1712,225,0.679324894514768,0.7155555555555555,0.696969696969697,0.9545946349846821,0.7849827933777221,0.6500342073067382,0.8444444444444444
severity,xgboost,org.apache:bcel,23440,471,60,0.7627118644067796,0.75,0.7563025210084033,0.9603406326034063,0.7644673257279936,0.7211017872017793,0.9
severity,xgboost,org.apache:cayenne,20341,3570,189,0.6882352941176471,0.6190476190476191,0.6518105849582173,0.9728845759605889,0.6966928676140282,0.6344166391652172,1.0
severity,xgboost,org.apache:cocoon,21209,2702,117,0.6973684210526315,0.452991452991453,0.5492227979274611,0.9780059184314505,0.6682723265953011,0.546693513959125,1.0
severity,xgboost,org.apache:codec,23794,117,2,0.0,0.0,0.0,0.8260869565217391,0.06777777777777777,-0.03806934938134405,0.5
severity,xgboost,org.apache:commons-cli,23752,159,11,0.42857142857142855,0.5454545454545454,0.48,0.9477886977886978,0.5814249018794474,0.4400629114901177,0.9090909090909091
severity,xgboost,org.apache:commons-fileupload,23861,50,4,1.0,0.75,0.8571428571428571,0.9945652173913043,0.95,0.8567628336893993,1.0
severity,xgboost,org.apache:commons-jelly,23492,419,13,0.6666666666666666,0.15384615384615385,0.25,0.9897688518378174,0.7304345041803235,0.31131840282692935,1.0
severity,xgboost,org.apache:commons-jexl,23753,158,16,0.7142857142857143,0.3125,0.43478260869565216,0.9643485915492959,0.7317517619362586,0.43751005310828645,0.9375
severity,xgboost,org.apache:configuration,23503,408,25,0.9,0.36,0.5142857142857142,0.975248041775457,0.7760473386710631,0.5543308869248161,0.96
severity,xgboost,org.apache:daemon,23899,12,6,1.0,0.8333333333333334,0.9090909090909091,1.0,1.0,0.8451542547285166,0.5
severity,xgboost,org.apache:dbcp,23798,113,22,1.0,0.5909090909090909,0.7428571428571429,0.9810189810189811,0.9399386228835218,0.7332988972630962,0.8636363636363636
severity,xgboost,org.apache:digester,23578,333,21,0.7058823529411765,0.5714285714285714,0.631578947368421,0.9511599511599511,0.6250579984759939,0.6133764663337046,0.9523809523809523
severity,xgboost,org.apache:felix,20174,3737,574,0.8286445012787724,0.5644599303135889,0.6715025906735751,0.9587692405987788,0.7954125214349865,0.6399940272721198,0.8310104529616724
severity,xgboost,org.apache:hive,18604,5307,669,0.7073509015256588,0.7623318385650224,0.7338129496402878,0.9661463016570078,0.825054314319147,0.6944082121840813,0.8774289985052317
severity,xgboost,org.apache:httpclient,23214,697,59,0.7241379310344828,0.3559322033898305,0.4772727272727273,0.9467084639498433,0.6218426954672845,0.4786748129141704,0.864406779661017
severity,xgboost,org.apache:httpcore,23129,782,41,0.5714285714285714,0.1951219512195122,0.2909090909090909,0.9517132418287745,0.47137199773091865,0.314380477453832,0.975609756097561
severity,xgboost,org.apache:net,23661,250,42,0.65,0.6190476190476191,0.6341463414634146,0.9195283882783882,0.7031853161200295,0.562666530575028,0.6428571428571429
severity,xgboost,org.apache:thrift,23732,179,25,0.7368421052631579,0.56,0.6363636363636364,0.949090909090909,0.7973667577916036,0.5936668062376695,0.72
severity,xgboost,org.apache:vfs,23506,405,38,0.5806451612903226,0.47368421052631576,0.5217391304347826,0.9513122042162627,0.6673321657027411,0.48066429977916975,0.868421052631579
severity,xgboost,org.apache:zookeeper,23166,745,58,0.6170212765957447,0.5,0.5523809523809524,0.9654419515133263,0.6721681278973091,0.5221676722731426,1.0
severity,lightgbm,org.apache:archiva,22326,1585,88,0.5957446808510638,0.6363636363636364,0.6153846153846154,0.9823814295257182,0.7770020622511936,0.59234694264488,1.0
severity,lightgbm,org.apache:batik,22199,1712,225,0.4576659038901602,0.8888888888888888,0.6042296072507553,0.9488799222894718,0.760353172420579,0.5653022887451551,0.84
severity,lightgbm,org.apache:bcel,23440,471,60,0.6956521739130435,0.8,0.7441860465116279,0.9560016220600163,0.7578856248746451,0.7061317802421768,0.8666666666666667
severity,lightgbm,org.apache:cayenne,20341,3570,189,0.5093632958801498,0.7195767195767195,0.5964912280701754,0.9730269839704918,0.7147209625016882,0.5795391183771295,1.0
severity,lightgbm,org.apache:cocoon,21209,2702,117,0.5157232704402516,0.7008547008547008,0.5942028985507246,0.977632296781233,0.6440725731793087,0.5803869612405118,1.0
severity,lightgbm,org.apache:codec,23794,117,2,0.058823529411764705,0.5,0.10526315789473684,0.8478260869565217,0.07846153846153847,0.13273630185899427,0.5
severity,lightgbm,org.apache:commons-cli,23752,159,11,0.38461538461538464,0.9090909090909091,0.5405405405405406,0.9496314496314496,0.6438201894723634,0.5495888290306212,0.9090909090909091
severity,lightgbm,org.apache:commons-fileupload,23861,50,4,0.75,0.75,0.75,0.9945652173913043,0.95,0.7282608695652174,1.0
severity,lightgbm,org.apache:commons-jelly,23492,419,13,0.8,0.3076923076923077,0.4444444444444444,0.9833270178097765,0.6652037307291663,0.4873889455554295,1.0
severity,lightgbm,org.apache:commons-jexl,23753,158,16,0.7142857142857143,0.3125,0.43478260869565216,0.9581866197183099,0.6956938113059271,0.43751005310828645,1.0
severity,lightgbm,org.apache:configuration,23503,408,25,0.64,0.64,0.64,0.9629242819843342,0.7284938275756218,0.6165013054830287,0.92
severity,lightgbm,org.apache:daemon,23899,12,6,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9722222222222223,0.976190476190476,0.6666666666666666,0.5
severity,lightgbm,org.apache:dbcp,23798,113,22,0.9444444444444444,0.7727272727272727,0.85,0.9865134865134866,0.954408769561571,0.8242135536131161,0.8636363636363636
severity,lightgbm,org.apache:digester,23578,333,21,0.4444444444444444,0.5714285714285714,0.5,0.9317765567765567,0.512917989311347,0.46605583041195636,0.8571428571428571
severity,lightgbm,org.apache:felix,20174,3737,574,0.727433628318584,0.7160278745644599,0.7216856892010536,0.9602288437409464,0.8130195824260431,0.6716790983737227,0.8327526132404182
severity,lightgbm,org.apache:hive,18604,5307,669,0.6254180602006689,0.8385650224215246,0.7164750957854407,0.9652019999858193,0.8217861097896273,0.6785154115012586,0.8684603886397608
severity,lightgbm,org.apache:httpclient,23214,697,59,0.4835164835164835,0.7457627118644068,0.5866666666666667,0.9432283088039954,0.6135156026595328,0.5552774047801705,0.864406779661017
severity,lightgbm,org.apache:httpcore,23129,782,41,0.45454545454545453,0.4878048780487805,0.47058823529411764,0.9435831605279617,0.474133162295702,0.4405092190581666,0.9512195121951219
severity,lightgbm,org.apache:net,23661,250,42,0.5333333333333333,0.7619047619047619,0.6274509803921569,0.9294871794871795,0.7613441422203961,0.5491257635284318,0.7380952380952381
severity,lightgbm,org.apache:thrift,23732,179,25,0.6296296296296297,0.68,0.6538461538461539,0.9490909090909091,0.794215395284432,0.5957275120182709,0.8
severity,lightgbm,org.apache:vfs,23506,405,38,0.5185185185185185,0.7368421052631579,0.6086956521739131,0.9470098953104833,0.6626408043288985,0.5712772614121906,0.868421052631579
severity,lightgbm,org.apache:zookeeper,23166,745,58,0.5324675324675324,0.7068965517241379,0.6074074074074074,0.9624554534959594,0.6524348018347585,0.5760563591465009,0.9827586206896551
szz,logistic_regression,org.apache:archiva,22326,1585,15,0.02074688796680498,1.0,0.04065040650406504,0.8622505307855626,0.10660161113994235,0.10672847096374298,0.6
szz,logistic_regression,org.apache:bcel,23440,471,18,0.0,0.0,0.0,0.43733137110620557,0.060872330578437814,0.0,0.2222222222222222
szz,logistic_regression,org.apache:cayenne,20341,3570,5,0.022222222222222223,0.2,0.04,0.756914446002805,0.009985867705506394,0.0629065018491238,0.4
szz,logistic_regression,org.apache:codec,23794,117,3,0.0,0.0,0.0,0.7982456140350876,0.19340277777777776,-0.02631578947368421,0.6666666666666666
szz,logistic_regression,org.apache:commons-fileupload,23861,50,6,1.0,0.16666666666666666,0.2857142857142857,0.821969696969697,0.5547230547230547,0.3868589716493314,0.5
szz,logistic_regression,org.apache:commons-jelly,23492,419,3,0.0,0.0,0.0,0.8990384615384615,0.04365079365079365,0.0,1.0
szz,logistic_regression,org.apache:commons-jexl,23753,158,10,0.058823529411764705,0.1,0.07407407407407407,0.595945945945946,0.12705648326203478,-0.0063711286001846374,0.3
szz,logistic_regression,org.apache:configuration,23503,408,4,0.125,0.5,0.2,0.8613861386138615,0.20487737232061493,0.23620774715945514,0.75
szz,logistic_regression,org.apache:dbcp,23798,113,9,0.08035714285714286,1.0,0.1487603305785124,0.9145299145299146,0.5006323252700065,0.027796849374791297,0.7777777777777778
szz,logistic_regression,org.apache:felix,20174,3737,111,0.0,0.0,0.0,0.7656937135701614,0.1676929097471598,0.0,0.5765765765765766
szz,logistic_regression,org.apache:httpclient,23214,697,24,0.3181818181818182,0.2916666666666667,0.30434782608695654,0.8419390787518574,0.2349117839758209,0.2809394342403089,0.8333333333333334
szz,logistic_regression,org.apache:httpcore,23129,782,13,0.016624040920716114,1.0,0.03270440251572327,0.7704311293388016,0.09794569031240419,0.0,0.5384615384615384
szz,logistic_regression,org.apache:net,23661,250,10,0.04032258064516129,1.0,0.07751937984496124,0.7441666666666666,0.13489599616364809,0.01833088937766916,0.4
szz,logistic_regression,org.apache:thrift,23732,179,3,0.07692307692307693,0.6666666666666666,0.13793103448275862,0.774621212121212,0.1622117400419287,0.1932006933598925,0.6666666666666666
szz,logistic_regression,org.apache:vfs,23506,405,1,0.0,0.0,0.0,0.75,0.00980392156862745,-0.014572359968302622,0.0
szz,logistic_regression,org.apache:zookeeper,23166,745,62,0.2611464968152866,0.6612903225806451,0.3744292237442922,0.8022953761866527,0.3337399308050397,0.3328497716840929,0.6290322580645161
szz,decision_tree,org.apache:archiva,22326,1585,15,0.05,0.06666666666666667,0.05714285714285714,0.5272823779193205,0.012166140904311252,0.047329890876404206,0.06666666666666667
szz,decision_tree,org.apache:bcel,23440,471,18,0.0,0.0,0.0,0.5,0.03821656050955414,0.0,0.05555555555555555
szz,decision_tree,org.apache:cayenne,20341,3570,5,0.0,0.0,0.0,0.30336605890603086,0.0014005602240896359,-0.03011616049776538,0.0
szz,decision_tree,org.apache:codec,23794,117,3,0.0,0.0,0.0,0.4956140350877193,0.02564102564102564,-0.015061880828219448,0.3333333333333333
szz,decision_tree,org.apache:commons-fileupload,23861,50,6,0.0,0.0,0.0,0.5,0.12,0.0,0.0
szz,decision_tree,org.apache:commons-jelly,23492,419,3,0.0,0.0,0.0,0.4891826923076923,0.007159904534606206,-0.012581814805101395,0.3333333333333333
szz,decision_tree,org.apache:commons-jexl,23753,158,10,0.0,0.0,0.0,0.4966216216216216,0.06329113924050633,-0.020745280726104647,0.1
szz,decision_tree,org.apache:configuration,23503,408,4,0.07142857142857142,0.5,0.125,0.7178217821782178,0.040616246498599434,0.16977790371245974,0.5
szz,decision_tree,org.apache:dbcp,23798,113,9,0.0,0.0,0.0,0.4807692307692308,0.07964601769911504,-0.05635355675740084,0.2222222222222222
szz,decision_tree,org.apache:felix,20174,3737,111,0.0,0.0,0.0,0.5,0.0297029702970297,0.0,0.32432432432432434
szz,decision_tree,org.apache:httpclient,23214,697,24,0.0,0.0,0.0,0.48588410104011887,0.03443328550932568,-0.03161258734389919,0.25
szz,decision_tree,org.apache:httpcore,23129,782,13,0.0,0.0,0.0,0.4980494148244473,0.016624040920716114,-0.008068641223864593,0.3076923076923077
szz,decision_tree,org.apache:net,23661,250,10,0.0,0.0,0.0,0.48125,0.04,-0.03944637622786627,0.1
szz,decision_tree,org.apache:thrift,23732,179,3,0.0,0.0,0.0,0.4971590909090909,0.01675977653631285,-0.0097857539613686,0.0
szz,decision_tree,org.apache:vfs,23506,405,1,0.0,0.0,0.0,0.4876237623762376,0.0024691358024691358,-0.007916090846973083,0.0
szz,decision_tree,org.apache:zookeeper,23166,745,62,0.2692307692307692,0.11290322580645161,0.1590909090909091,0.5425423888915127,0.1042225256882109,0.12805806828842436,0.24193548387096775
szz,random_forest,org.apache:archiva,22326,1585,15,0.0,0.0,0.0,0.8450743099787686,0.06324605439329009,0.0,0.8
szz,random_forest,org.apache:bcel,23440,471,18,0.0,0.0,0.0,0.7571130733382389,0.10577972485932725,0.0,0.6111111111111112
szz,random_forest,org.apache:cayenne,20341,3570,5,0.0,0.0,0.0,0.8081626928471248,0.005666283406314088,0.0,0.8
szz,random_forest,org.apache:codec,23794,117,3,0.0,0.0,0.0,0.8581871345029239,0.4111111111111111,0.0,0.6666666666666666
szz,random_forest,org.apache:commons-fileupload,23861,50,6,0.0,0.0,0.0,0.759469696969697,0.3188568376068376,0.0,0.6666666666666666
szz,random_forest,org.apache:commons-jelly,23492,419,3,0.0,0.0,0.0,0.6686698717948717,0.026966686227294496,0.0,0.3333333333333333
szz,random_forest,org.apache:commons-jexl,23753,158,10,0.0,0.0,0.0,0.5722972972972973,0.09631784956091347,0.0,0.4
szz,random_forest,org.apache:configuration,23503,408,4,0.0,0.0,0.0,0.9195544554455446,0.10216330403149293,0.0,0.75
szz,random_forest,org.apache:dbcp,23798,113,9,0.0,0.0,0.0,0.8733974358974359,0.4434688937303316,0.0,0.5555555555555556
szz,random_forest,org.apache:felix,20174,3737,111,0.0,0.0,0.0,0.720239958656947,0.06435324744042493,0.0,0.45045045045045046
szz,random_forest,org.apache:httpclient,23214,697,24,0.0,0.0,0.0,0.7652922238732045,0.14675524452303787,0.0,0.5833333333333334
szz,random_forest,org.apache:httpcore,23129,782,13,0.0,0.0,0.0,0.6719515854756428,0.07344501609820495,0.0,0.5384615384615384
szz,random_forest,org.apache:net,23661,250,10,0.0,0.0,0.0,0.6510416666666666,0.0886949591943054,0.0,0.5
szz,random_forest,org.apache:thrift,23732,179,3,0.0,0.0,0.0,0.8162878787878788,0.36232339089481946,0.0,0.3333333333333333
szz,random_forest,org.apache:vfs,23506,405,1,0.0,0.0,0.0,0.650990099009901,0.0058823529411764705,0.0,0.0
szz,random_forest,org.apache:zookeeper,23166,745,62,0.0,0.0,0.0,0.8193099702451234,0.3750951560722607,0.0,0.6774193548387096
szz,xgboost,org.apache:archiva,22326,1585,15,0.0,0.0,0.0,0.8592781316348195,0.05014925019108893,-0.0024559426135042518,0.8
szz,xgboost,org.apache:bcel,23440,471,18,0.0,0.0,0.0,0.7772872209958303,0.11667135289444805,0.0,0.6666666666666666
szz,xgboost,org.apache:cayenne,20341,3570,5,0.0,0.0,0.0,0.9084431977559607,0.020335119874024466,0.0,1.0
szz,xgboost,org.apache:codec,23794,117,3,0.0,0.0,0.0,0.4970760233918129,0.050197817486196256,0.0,0.3333333333333333
szz,xgboost,org.apache:commons-fileupload,23861,50,6,0.0,0.0,0.0,0.7765151515151514,0.2623015873015873,0.0,0.5
szz,xgboost,org.apache:commons-jelly,23492,419,3,0.0,0.0,0.0,0.7147435897435896,0.016714199279255614,0.0,0.0
szz,xgboost,org.apache:commons-jexl,23753,158,10,0.0,0.0,0.0,0.6797297297297298,0.19687294401480482,0.0,0.5
szz,xgboost,org.apache:configuration,23503,408,4,0.0,0.0,0.0,0.9282178217821782,0.10994397759103641,-0.004932216236138104,1.0
szz,xgboost,org.apache:dbcp,23798,113,9,1.0,0.1111111111111111,0.2,0.9444444444444444,0.5971466804800138,0.32120803721981056,0.8888888888888888
szz,xgboost,org.apache:felix,20174,3737,111,0.0,0.0,0.0,0.7541007637532734,0.1539628010510979,0.0,0.4954954954954955
szz,xgboost,org.apache:httpclient,23214,697,24,0.0,0.0,0.0,0.741765725606736,0.10419733950846122,0.0,0.5
szz,xgboost,org.apache:httpcore,23129,782,13,0.0,0.0,0.0,0.7188656596979094,0.05612656585962083,0.0,0.46153846153846156
szz,xgboost,org.apache:net,23661,250,10,0.0,0.0,0.0,0.7666666666666667,0.11625656685304904,-0.01833088937766916,0.4
szz,xgboost,org.apache:thrift,23732,179,3,0.0,0.0,0.0,0.7348484848484849,0.07929965475938842,0.0,0.3333333333333333
szz,xgboost,org.apache:vfs,23506,405,1,0.0,0.0,0.0,0.754950495049505,0.01,0.0,0.0
szz,xgboost,org.apache:zookeeper,23166,745,62,0.0,0.0,0.0,0.8146460114296509,0.2569170092178785,0.0,0.5645161290322581
szz,lightgbm,org.apache:archiva,22326,1585,15,0.05555555555555555,0.2,0.08695652173913043,0.8407218683651805,0.052501814567599385,0.08940608470395262,0.8
szz,lightgbm,org.apache:bcel,23440,471,18,0.0,0.0,0.0,0.7610988471915624,0.14159460112729877,0.0,0.5555555555555556
szz,lightgbm,org.apache:cayenne,20341,3570,5,0.0,0.0,0.0,0.8022440392706872,0.0055905695831794475,0.0,0.6
szz,lightgbm,org.apache:codec,23794,117,3,0.0,0.0,0.0,0.5614035087719298,0.08853615520282186,0.0,0.3333333333333333
szz,lightgbm,org.apache:commons-fileupload,23861,50,6,0.0,0.0,0.0,0.625,0.33913890768729477,0.0,0.3333333333333333
szz,lightgbm,org.apache:commons-jelly,23492,419,3,0.0,0.0,0.0,0.4455128205128205,0.009797390294552207,0.0,0.3333333333333333
szz,lightgbm,org.apache:commons-jexl,23753,158,10,0.0,0.0,0.0,0.6722972972972974,0.229656228972903,0.0,0.3
szz,lightgbm,org.apache:configuration,23503,408,4,0.11764705882352941,0.5,0.19047619047619047,0.9610148514851485,0.342965367965368,0.22822755634979733,1.0
szz,lightgbm,org.apache:dbcp,23798,113,9,1.0,0.1111111111111111,0.2,0.8685897435897436,0.4337656102394701,0.32120803721981056,0.6666666666666666
szz,lightgbm,org.apache:felix,20174,3737,111,0.0,0.0,0.0,0.6815230840327365,0.13372001731213387,0.0,0.3963963963963964
szz,lightgbm,org.apache:httpclient,23214,697,24,0.5,0.041666666666666664,0.07692307692307693,0.641468548786528,0.11492718224404057,0.13696958619792712,0.4583333333333333
szz,lightgbm,org.apache:httpcore,23129,782,13,0.0,0.0,0.0,0.6664999499849955,0.04514997558983596,-0.0046524636571659795,0.46153846153846156
szz,lightgbm,org.apache:net,23661,250,10,0.0,0.0,0.0,0.7250000000000001,0.10619779081890197,-0.02249606353329238,0.6
szz,lightgbm,org.apache:thrift,23732,179,3,0.0,0.0,0.0,0.5757575757575757,0.06501604362290596,0.0,0.3333333333333333
szz,lightgbm,org.apache:vfs,23506,405,1,0.0,0.0,0.0,0.7698019801980198,0.010638297872340425,-0.0035048690164673673,0.0
szz,lightgbm,org.apache:zookeeper,23166,745,62,0.4,0.03225806451612903,0.05970149253731343,0.8160274878382847,0.29414379660423995,0.09427031292127082,0.6451612903225806
