variant,model,fold,n_train,n_test,n_pos_test,precision,recall,f1,roc_auc,pr_auc,mcc,ce_at_20,resampler
szz,lightgbm,5,21520,2391,30,0.391304347826087,0.3,0.33962264150943394,0.9224763518283213,0.27088986997752024,0.33535519009027787,0.9333333333333333,smote
szz,lightgbm,6,21520,2391,30,0.3142857142857143,0.36666666666666664,0.3384615384615385,0.9420584498094029,0.2456301781636433,0.33040628185933935,0.9666666666666667,smote
szz,lightgbm,7,21520,2391,30,0.42857142857142855,0.3,0.35294117647058826,0.9198079909642807,0.3522728268182604,0.3518237947938724,0.8666666666666667,smote
szz,lightgbm,8,21520,2391,30,0.38095238095238093,0.26666666666666666,0.3137254901960784,0.9231963857122688,0.24275399349675827,0.31155328431696355,0.9,smote
szz,lightgbm,9,21520,2391,30,0.36363636363636365,0.26666666666666666,0.3076923076923077,0.948284625158831,0.2297904710801259,0.303960656759497,0.9333333333333333,smote
szz,lightgbm,10,21520,2391,30,0.1935483870967742,0.2,0.19672131147540983,0.9470280954397855,0.17146758739940318,0.1863706759216746,0.9333333333333333,smote
szz,svm,1,21519,2392,30,0.08695652173913043,0.8,0.1568627450980392,0.9098504092576912,0.2005933708210705,0.2414994453575713,0.8333333333333334,smote
szz,svm,2,21520,2391,29,0.06506849315068493,0.6551724137931034,0.11838006230529595,0.8850039417209261,0.10245589012937201,0.18038778347381337,0.7241379310344828,smote
szz,svm,3,21520,2391,29,0.058823529411764705,0.6206896551724138,0.10746268656716418,0.8690910683523606,0.1212336157599152,0.16342407094538233,0.7931034482758621,smote
szz,svm,4,21520,2391,29,0.07746478873239436,0.7586206896551724,0.14057507987220447,0.8901719758241117,0.10446644369776377,0.21913910896903468,0.8620689655172413,smote
szz,svm,5,21520,2391,30,0.06569343065693431,0.6,0.11842105263157894,0.8866581956797966,0.1469205345596001,0.1717748150582639,0.7,smote
szz,svm,6,21520,2391,30,0.06944444444444445,0.6666666666666666,0.12578616352201258,0.8450374135253425,0.09142708158329127,0.18916462793391497,0.8,smote
szz,svm,7,21520,2391,30,0.0683453237410072,0.6333333333333333,0.12337662337662338,0.8772271636312298,0.11229846574828649,0.1818295050591753,0.7666666666666667,smote
szz,svm,8,21520,2391,30,0.07581227436823104,0.7,0.13680781758957655,0.9310602851898913,0.25101744739120985,0.2057422054562635,0.8666666666666667,smote
szz,svm,9,21520,2391,30,0.07301587301587302,0.7666666666666667,0.13333333333333333,0.9070591557249753,0.17488328416692864,0.21161383732963718,0.8666666666666667,smote
szz,svm,10,21520,2391,30,0.06501547987616099,0.7,0.11898016997167139,0.905449668219681,0.12179134150746594,0.1862923431908616,0.8333333333333334,smote
