PROJECT_ID,COMMIT_HASH,COMMIT_MESSAGE,AUTHOR,AUTHOR_DATE,AUTHOR_TIMEZONE,COMMITTER,COMMITTER_DATE,COMMITTER_TIMEZONE,BRANCHES,IN_MAIN_BRANCH,MERGE,PARENTS
org.apache:archiva,94fe3a7fc056638c90cbe4a6319c3cb658f395a5,create template structure   git-svn-id: https://svn.apache.org/repos/asf/maven/repository-manager/trunk@348595 13f79535-47bb-0310-9956-ffa450edef68,Brett Porter,2005-11-23 23:54:12+00:00,0,Brett Porter,2005-11-23 23:54:12+00:00,0,{'master'},True,False,[]
org.apache:archiva,2b6be811c1d4f5e81339616208530d486608e42b,repository manager - root POM   git-svn-id: https://svn.apache.org/repos/asf/maven/repository-manager/trunk@349352 13f79535-47bb-0310-9956-ffa450edef68,Brett Porter,2005-11-28 03:15:35+00:00,0,Brett Porter,2005-11-28 03:15:35+00:00,0,{'master'},True,False,['94fe3a7fc056638c90cbe4a6319c3cb658f395a5']
org.apache:archiva,af0ddbcfc1e8c2528decbd458f42e16cbcae5051,update reports   git-svn-id: https://svn.apache.org/repos/asf/maven/repository-manager/trunk@349367 13f79535-47bb-0310-9956-ffa450edef68,Brett Porter,2005-11-28 04:50:31+00:00,0,Brett Porter,2005-11-28 04:50:31+00:00,0,{'master'},True,False,['2b6be811c1d4f5e81339616208530d486608e42b']
